ANON_SUBJ,EXPERIMENT,TIME_LAG,FILE1,FILE2,STEP1,STEP2,STEP_PAIR,STEP_PAIR_COLL,USER_RESP,USER_CORR
SUBJECT51,PHONEME,0.5,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT51,PHONEME,1,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT51,PHONEME,0.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT51,PHONEME,1.5,11_Sourcefile-Shun,11_Sourcefile-Shun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT51,PHONEME,1.5,10_Sourcefile-Shun,10_Sourcefile-Shun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT51,PHONEME,0.5,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT51,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT51,PHONEME,1,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT51,PHONEME,0.25,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT51,PHONEME,1.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT51,PHONEME,0.25,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT51,PHONEME,1.5,7_Sourcefile-Shun,7_Sourcefile-Shun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT51,PHONEME,0.5,2_Sourcefile-Shun,2_Sourcefile-Shun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT51,PHONEME,0.25,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT51,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT51,PHONEME,0.25,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT51,PHONEME,1,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT161,PHONEME,0.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT161,PHONEME,1,2_Sourcefile-Shun,2_Sourcefile-Shun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT161,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT161,PHONEME,1.5,7_Sourcefile-Shun,7_Sourcefile-Shun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT161,PHONEME,0.25,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT161,PHONEME,0.5,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT161,PHONEME,0.25,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT161,PHONEME,0.25,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,DIFF,WRONG
SUBJECT161,PHONEME,0.25,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT161,PHONEME,0.5,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT161,PHONEME,1.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT161,PHONEME,1,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT161,PHONEME,0.25,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT161,PHONEME,1.5,10_Sourcefile-Shun,10_Sourcefile-Shun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT161,PHONEME,1.5,11_Sourcefile-Shun,11_Sourcefile-Shun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT161,PHONEME,0.5,2_Sourcefile-Shun,2_Sourcefile-Shun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT161,PHONEME,1,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT161,PHONEME,0.25,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT161,PHONEME,0.5,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT161,PHONEME,1.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT161,PHONEME,1,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT161,PHONEME,0.5,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT161,PHONEME,1.5,9_Sourcefile-Sun,9_Sourcefile-Sun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT161,PHONEME,1,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT161,PHONEME,1.5,5_Sourcefile-Sun,5_Sourcefile-Sun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT161,PHONEME,0.25,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT161,PHONEME,1,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT161,PHONEME,0.5,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT161,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT161,PHONEME,0.25,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT161,PHONEME,0.25,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT161,PHONEME,1,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT161,PHONEME,0.5,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT161,PHONEME,0.5,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT161,PHONEME,1,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT161,PHONEME,1,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT161,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT161,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT161,PHONEME,0.5,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT161,PHONEME,1.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT161,PHONEME,0.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT161,PHONEME,0.25,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT161,PHONEME,0.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT161,PHONEME,1.5,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT161,PHONEME,1.5,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT161,PHONEME,1.5,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT161,PHONEME,1.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT161,PHONEME,1,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT42,PHONEME,1.5,11_Sourcefile-Shun,11_Sourcefile-Shun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT42,PHONEME,0.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,DIFF,WRONG
SUBJECT42,PHONEME,1,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT42,PHONEME,1,2_Sourcefile-Shun,2_Sourcefile-Shun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT42,PHONEME,0.5,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,DIFF,WRONG
SUBJECT42,PHONEME,0.25,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT42,PHONEME,1.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT42,PHONEME,1,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,DIFF,WRONG
SUBJECT42,PHONEME,1,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT42,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT42,PHONEME,0.5,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT42,PHONEME,0.25,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT42,PHONEME,0.5,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT42,PHONEME,0.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT42,PHONEME,1,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT42,PHONEME,1.5,7_Sourcefile-Shun,7_Sourcefile-Shun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT42,PHONEME,0.5,2_Sourcefile-Shun,2_Sourcefile-Shun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT42,PHONEME,1.5,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT42,PHONEME,1.5,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT42,PHONEME,0.25,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT42,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT42,PHONEME,0.5,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT42,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT42,PHONEME,1,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT42,PHONEME,0.25,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT42,PHONEME,1.5,5_Sourcefile-Sun,5_Sourcefile-Sun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT42,PHONEME,0.5,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,DIFF,WRONG
SUBJECT42,PHONEME,1.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT42,PHONEME,0.25,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT42,PHONEME,0.5,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,DIFF,WRONG
SUBJECT42,PHONEME,0.5,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT42,PHONEME,1.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT42,PHONEME,1,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT42,PHONEME,1,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT42,PHONEME,1.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT42,PHONEME,0.25,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT42,PHONEME,0.25,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT42,PHONEME,1.5,10_Sourcefile-Shun,10_Sourcefile-Shun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT42,PHONEME,0.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT42,PHONEME,0.5,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT42,PHONEME,0.5,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT42,PHONEME,0.25,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT42,PHONEME,1,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT42,PHONEME,1.5,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT42,PHONEME,1,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT42,PHONEME,0.25,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT42,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT42,PHONEME,0.25,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,DIFF,WRONG
SUBJECT42,PHONEME,1.5,9_Sourcefile-Sun,9_Sourcefile-Sun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT140,PHONEME,1,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT140,PHONEME,0.25,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT140,PHONEME,1,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT140,PHONEME,0.5,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT140,PHONEME,0.5,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT140,PHONEME,0.25,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT140,PHONEME,1.5,5_Sourcefile-Sun,5_Sourcefile-Sun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT140,PHONEME,0.25,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT140,PHONEME,0.5,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT140,PHONEME,0.5,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT140,PHONEME,1.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT140,PHONEME,0.25,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT140,PHONEME,1.5,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT140,PHONEME,0.5,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT140,PHONEME,0.25,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT140,PHONEME,0.5,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT140,PHONEME,1,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT140,PHONEME,0.25,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT140,PHONEME,1,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT140,PHONEME,1.5,7_Sourcefile-Shun,7_Sourcefile-Shun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT140,PHONEME,1.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT140,PHONEME,1.5,9_Sourcefile-Sun,9_Sourcefile-Sun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT140,PHONEME,1,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT140,PHONEME,0.5,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT140,PHONEME,1.5,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT140,PHONEME,0.5,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT140,PHONEME,1.5,11_Sourcefile-Shun,11_Sourcefile-Shun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT140,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT140,PHONEME,0.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT140,PHONEME,1,2_Sourcefile-Shun,2_Sourcefile-Shun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT140,PHONEME,0.25,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT140,PHONEME,0.25,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT140,PHONEME,0.25,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT140,PHONEME,0.5,2_Sourcefile-Shun,2_Sourcefile-Shun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT140,PHONEME,0.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT140,PHONEME,1,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT140,PHONEME,0.25,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT140,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,DIFF,WRONG
SUBJECT140,PHONEME,1.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT140,PHONEME,0.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT140,PHONEME,1,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT140,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT140,PHONEME,1.5,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT140,PHONEME,1,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT140,PHONEME,1.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT140,PHONEME,1.5,10_Sourcefile-Shun,10_Sourcefile-Shun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT140,PHONEME,1,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT140,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT58,PHONEME,0.25,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT58,PHONEME,0.25,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT58,PHONEME,0.5,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT58,PHONEME,1.5,11_Sourcefile-Shun,11_Sourcefile-Shun,11,11,11_11,10_10_10_10,DIFF,WRONG
SUBJECT58,PHONEME,1,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT58,PHONEME,1.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,DIFF,WRONG
SUBJECT58,PHONEME,1.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,DIFF,WRONG
SUBJECT58,PHONEME,1,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT58,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,DIFF,WRONG
SUBJECT58,PHONEME,1,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT58,PHONEME,0.25,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT58,PHONEME,0.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT58,PHONEME,0.5,9_Sourcefile-Shun,9_Sourcefile-Shun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT58,PHONEME,1.5,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT58,PHONEME,0.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT58,PHONEME,0.25,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT58,PHONEME,1.5,5_Sourcefile-Sun,5_Sourcefile-Sun,5,5,5_5,4_4_4_4,DIFF,WRONG
SUBJECT58,PHONEME,0.5,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,SAME,CORR
SUBJECT58,PHONEME,0.5,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT58,PHONEME,1.5,9_Sourcefile-Sun,9_Sourcefile-Sun,9,9,9_9,8_8_8_8,SAME,CORR
SUBJECT58,PHONEME,0.25,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT58,PHONEME,1.5,10_Sourcefile-Shun,10_Sourcefile-Shun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT58,PHONEME,1.5,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT58,PHONEME,0.5,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT58,PHONEME,0.5,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT58,PHONEME,1,2_Sourcefile-Shun,2_Sourcefile-Shun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT58,PHONEME,1,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT58,PHONEME,1,3_Sourcefile-Sun,3_Sourcefile-Sun,3,3,3_3,2_2_2_2,SAME,CORR
SUBJECT58,PHONEME,1,11_Sourcefile-Sun,11_Sourcefile-Sun,11,11,11_11,10_10_10_10,SAME,CORR
SUBJECT58,PHONEME,1,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT58,PHONEME,1,7_Sourcefile-Sun,7_Sourcefile-Sun,7,7,7_7,6_6_6_6,DIFF,WRONG
SUBJECT58,PHONEME,0.25,8_Sourcefile-Shun,8_Sourcefile-Shun,8,8,8_8,7_7_7_7,DIFF,WRONG
SUBJECT58,PHONEME,1.5,7_Sourcefile-Shun,7_Sourcefile-Shun,7,7,7_7,6_6_6_6,SAME,CORR
SUBJECT58,PHONEME,1.5,2_Sourcefile-Sun,2_Sourcefile-Sun,2,2,2_2,1_1_1_1,SAME,CORR
SUBJECT58,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT58,PHONEME,1.5,4_Sourcefile-Shun,4_Sourcefile-Shun,4,4,4_4,3_3_3_3,SAME,CORR
SUBJECT58,PHONEME,0.5,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT58,PHONEME,0.25,10_Sourcefile-Sun,10_Sourcefile-Sun,10,10,10_10,9_9_9_9,SAME,CORR
SUBJECT58,PHONEME,0.5,5_Sourcefile-Shun,5_Sourcefile-Shun,5,5,5_5,4_4_4_4,SAME,CORR
SUBJECT58,PHONEME,0.25,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT58,PHONEME,1.5,1_Sourcefile-Shun,1_Sourcefile-Shun,1,1,1_1,0_0_0_0,SAME,CORR
SUBJECT58,PHONEME,0.25,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
SUBJECT58,PHONEME,1,6_Sourcefile-Sun,6_Sourcefile-Sun,6,6,6_6,5_5_5_5,SAME,CORR
